id,"partid","aspect_id_1","aspect_id_2","aspect_1","aspect_2"
1999,"p7fh2ooref","s1.4","s2.2","i think risk taking should be viewed through a risk/reward prism and acted upon accordingly.","i take risks in order to get a bigger return on investment hopefully"
2000,"p7fh2ooref","s1.4","s2.3","i think risk taking should be viewed through a risk/reward prism and acted upon accordingly.","i take risks because i'm not from wealth and need more money"
2001,"p7fh2ooref","s1.4","s2.4","i think risk taking should be viewed through a risk/reward prism and acted upon accordingly.","i take risks because i want to help my mother financially"
2002,"p7fh2ooref","s1.4","s2.5","i think risk taking should be viewed through a risk/reward prism and acted upon accordingly.","i take risks because it's hard to get anywhere if one doesn't"
2003,"p7fh2ooref","s1.4","s2.6","i think risk taking should be viewed through a risk/reward prism and acted upon accordingly.","i take risks because i want to pay off my home"
2004,"p7fh2ooref","s1.4","s2.7","i think risk taking should be viewed through a risk/reward prism and acted upon accordingly.","i avoid risks because i don't have the money to lose"
2005,"p7fh2ooref","s1.4","s2.8","i think risk taking should be viewed through a risk/reward prism and acted upon accordingly.","i avoid risks because it seems foolhardy to take speculative risks"
2006,"p7fh2ooref","s1.4","s2.9","i think risk taking should be viewed through a risk/reward prism and acted upon accordingly.","i avoid risks because i consider myself practical more than a risk-taker"
2007,"p7fh2ooref","s1.5","s1.6","i don't like taking risks if it means the chances are not pretty good that i will succeed.","i think if i had a better nest egg to depend on, i would be more prone to take more risks."
2008,"p7fh2ooref","s1.5","s1.7","i don't like taking risks if it means the chances are not pretty good that i will succeed.","i do like taking some risks, such as investments."
2009,"p7fh2ooref","s1.5","s1.8","i don't like taking risks if it means the chances are not pretty good that i will succeed.","i like being seen as a practical person more than i want to be seen as a risk taker."
2010,"p7fh2ooref","s1.5","s1.9","i don't like taking risks if it means the chances are not pretty good that i will succeed.","i believe a person should feel passionate about something before taking too many risks."
2011,"p7fh2ooref","s1.5","s2.1","i don't like taking risks if it means the chances are not pretty good that i will succeed.","i consider myself a low-risk taker, but i have taken dangerous financial risks before in order to try and maximize my return"
2012,"p7fh2ooref","s1.5","s2.2","i don't like taking risks if it means the chances are not pretty good that i will succeed.","i take risks in order to get a bigger return on investment hopefully"
2013,"p7fh2ooref","s1.5","s2.3","i don't like taking risks if it means the chances are not pretty good that i will succeed.","i take risks because i'm not from wealth and need more money"
2014,"p7fh2ooref","s1.5","s2.4","i don't like taking risks if it means the chances are not pretty good that i will succeed.","i take risks because i want to help my mother financially"
2015,"p7fh2ooref","s1.5","s2.5","i don't like taking risks if it means the chances are not pretty good that i will succeed.","i take risks because it's hard to get anywhere if one doesn't"
2016,"p7fh2ooref","s1.5","s2.6","i don't like taking risks if it means the chances are not pretty good that i will succeed.","i take risks because i want to pay off my home"
2017,"p7fh2ooref","s1.5","s2.7","i don't like taking risks if it means the chances are not pretty good that i will succeed.","i avoid risks because i don't have the money to lose"
2018,"p7fh2ooref","s1.5","s2.8","i don't like taking risks if it means the chances are not pretty good that i will succeed.","i avoid risks because it seems foolhardy to take speculative risks"
2019,"p7fh2ooref","s1.5","s2.9","i don't like taking risks if it means the chances are not pretty good that i will succeed.","i avoid risks because i consider myself practical more than a risk-taker"
2020,"p7fh2ooref","s1.6","s1.7","i think if i had a better nest egg to depend on, i would be more prone to take more risks.","i do like taking some risks, such as investments."
2021,"p7fh2ooref","s1.6","s1.8","i think if i had a better nest egg to depend on, i would be more prone to take more risks.","i like being seen as a practical person more than i want to be seen as a risk taker."
2022,"p7fh2ooref","s1.6","s1.9","i think if i had a better nest egg to depend on, i would be more prone to take more risks.","i believe a person should feel passionate about something before taking too many risks."
2023,"p7fh2ooref","s1.6","s2.1","i think if i had a better nest egg to depend on, i would be more prone to take more risks.","i consider myself a low-risk taker, but i have taken dangerous financial risks before in order to try and maximize my return"
2024,"p7fh2ooref","s1.6","s2.2","i think if i had a better nest egg to depend on, i would be more prone to take more risks.","i take risks in order to get a bigger return on investment hopefully"
2025,"p7fh2ooref","s1.6","s2.3","i think if i had a better nest egg to depend on, i would be more prone to take more risks.","i take risks because i'm not from wealth and need more money"
2026,"p7fh2ooref","s1.6","s2.4","i think if i had a better nest egg to depend on, i would be more prone to take more risks.","i take risks because i want to help my mother financially"
2027,"p7fh2ooref","s1.6","s2.5","i think if i had a better nest egg to depend on, i would be more prone to take more risks.","i take risks because it's hard to get anywhere if one doesn't"
2028,"p7fh2ooref","s1.6","s2.6","i think if i had a better nest egg to depend on, i would be more prone to take more risks.","i take risks because i want to pay off my home"
2029,"p7fh2ooref","s1.6","s2.7","i think if i had a better nest egg to depend on, i would be more prone to take more risks.","i avoid risks because i don't have the money to lose"
2030,"p7fh2ooref","s1.6","s2.8","i think if i had a better nest egg to depend on, i would be more prone to take more risks.","i avoid risks because it seems foolhardy to take speculative risks"
2031,"p7fh2ooref","s1.6","s2.9","i think if i had a better nest egg to depend on, i would be more prone to take more risks.","i avoid risks because i consider myself practical more than a risk-taker"
2032,"p7fh2ooref","s1.7","s1.8","i do like taking some risks, such as investments.","i like being seen as a practical person more than i want to be seen as a risk taker."
2033,"p7fh2ooref","s1.7","s1.9","i do like taking some risks, such as investments.","i believe a person should feel passionate about something before taking too many risks."
2034,"p7fh2ooref","s1.7","s2.1","i do like taking some risks, such as investments.","i consider myself a low-risk taker, but i have taken dangerous financial risks before in order to try and maximize my return"
2035,"p7fh2ooref","s1.7","s2.2","i do like taking some risks, such as investments.","i take risks in order to get a bigger return on investment hopefully"
2036,"p7fh2ooref","s1.7","s2.3","i do like taking some risks, such as investments.","i take risks because i'm not from wealth and need more money"
2037,"p7fh2ooref","s1.7","s2.4","i do like taking some risks, such as investments.","i take risks because i want to help my mother financially"
2038,"p7fh2ooref","s1.7","s2.5","i do like taking some risks, such as investments.","i take risks because it's hard to get anywhere if one doesn't"
2039,"p7fh2ooref","s1.7","s2.6","i do like taking some risks, such as investments.","i take risks because i want to pay off my home"
2040,"p7fh2ooref","s1.7","s2.7","i do like taking some risks, such as investments.","i avoid risks because i don't have the money to lose"
2041,"p7fh2ooref","s1.7","s2.8","i do like taking some risks, such as investments.","i avoid risks because it seems foolhardy to take speculative risks"
2042,"p7fh2ooref","s1.7","s2.9","i do like taking some risks, such as investments.","i avoid risks because i consider myself practical more than a risk-taker"
2043,"p7fh2ooref","s1.8","s1.9","i like being seen as a practical person more than i want to be seen as a risk taker.","i believe a person should feel passionate about something before taking too many risks."
2044,"p7fh2ooref","s1.8","s2.1","i like being seen as a practical person more than i want to be seen as a risk taker.","i consider myself a low-risk taker, but i have taken dangerous financial risks before in order to try and maximize my return"
