partid,aspect_ind,sentiment,age,sex,yearsofedu,job,income,qual_focused,qual_effort,duration,rating,aspect,r_risk,r_frequency,r_social,r_situation,r_control,r_active,aspect_ind_cat,r_risk_binary,r_risk_binary_n,n_aspects,n_seeking,n_avoiding,s_aspects,m_aspects,m_risk,s_risk,p_social,p_situation,p_control,p_active,rank_frequency,med_frequency,SMRD,mean_sentiment,max_sentiment,min_sentiment
pl40upe2b5,2,0,25,female,16,employed,2k_3k,100,100,192,7,I feel that there are things left to be gained in life if only one takes the risks.,38,month,0,0,NA,active,Aspect #2,Pro,1,3,3,0,3,1,28.666666666666668,86,0,0,NaN,1,3,3,1,1,2,0
pl40upe2b5,3,2,25,female,16,employed,2k_3k,100,100,192,7,"Risks, while sometimes not worth the trouble, can lead to amazing stories and a worthwhile payoff.",28,month,0,0,NA,active,Aspect #3,Pro,1,3,3,0,3,1,28.666666666666668,86,0,0,NaN,1,3,3,1,1,2,0
plgsronuv4,1,-1,22,male,12,employed,1k_2k,84,80,380,2,"In the past I took many risks, which never paid off",-50,month,0,1,uncontrollable,passive,Aspect #1,Contra,-1,3,0,3,-3,-1,-46.666666666666664,-140,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,3,3,-1,-0.3333333333333333,1,-1
plgsronuv4,2,1,22,male,12,employed,1k_2k,84,80,380,2,It's better to be safe than sorry,-47,month,0,0,controllable,active,Aspect #2,Contra,-1,3,0,3,-3,-1,-46.666666666666664,-140,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,3,3,-1,-0.3333333333333333,1,-1
plgsronuv4,3,-1,22,male,12,employed,1k_2k,84,80,380,2,Very few risks logically pay off,-43,month,1,1,controllable,passive,Aspect #3,Contra,-1,3,0,3,-3,-1,-46.666666666666664,-140,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,3,3,-1,-0.3333333333333333,1,-1
plm290dpup,1,0,36,female,19,employed,3k_4k,96,91,242,6,Taking risks can lead to better outcomes.,26,year,1,1,uncontrollable,active,Aspect #1,Pro,1,4,4,0,4,1,28,112,0.5,1,0.75,1,4,4,1,-0.25,0,-1
plm290dpup,2,0,36,female,19,employed,3k_4k,96,91,242,6,Taking risks can lead to better opportunities.,31,year,1,1,controllable,active,Aspect #2,Pro,1,4,4,0,4,1,28,112,0.5,1,0.75,1,4,4,1,-0.25,0,-1
plm290dpup,3,-1,36,female,19,employed,3k_4k,96,91,242,6,Taking risks is an adventure.,26,year,0,1,controllable,active,Aspect #3,Pro,1,4,4,0,4,1,28,112,0.5,1,0.75,1,4,4,1,-0.25,0,-1
plm290dpup,4,0,36,female,19,employed,3k_4k,96,91,242,6,Taking risks can be fun.,29,year,0,1,controllable,active,Aspect #4,Pro,1,4,4,0,4,1,28,112,0.5,1,0.75,1,4,4,1,-0.25,0,-1
pm42618oco,1,-3,27,female,16,selfemployed,0_1k,100,100,224,4,It depends on what the subject is. In general i'd say no. I'm anxious and afraid of failure.,-42,month,0,1,uncontrollable,passive,Aspect #1,Contra,-1,5,0,5,-5,-1,-41.6,-208,0,0.6,0,0.6,3,3,-1,-1.6,-1,-3
pm42618oco,2,-1,27,female,16,selfemployed,0_1k,100,100,224,4,I'm a very anxious person.,-40,month,0,1,uncontrollable,active,Aspect #2,Contra,-1,5,0,5,-5,-1,-41.6,-208,0,0.6,0,0.6,3,3,-1,-1.6,-1,-3
pm42618oco,3,-1,27,female,16,selfemployed,0_1k,100,100,224,4,I'm a very anxious person.,-40,month,0,1,uncontrollable,active,Aspect #3,Contra,-1,5,0,5,-5,-1,-41.6,-208,0,0.6,0,0.6,3,3,-1,-1.6,-1,-3
pm42618oco,4,-1,27,female,16,selfemployed,0_1k,100,100,224,4,The concept of messing up scares me.,-50,month,0,0,NA,passive,Aspect #4,Contra,-1,5,0,5,-5,-1,-41.6,-208,0,0.6,0,0.6,3,3,-1,-1.6,-1,-3
pm42618oco,5,-2,27,female,16,selfemployed,0_1k,100,100,224,4,I'm afraid I'll get hurt.,-36,month,0,0,uncontrollable,active,Aspect #5,Contra,-1,5,0,5,-5,-1,-41.6,-208,0,0.6,0,0.6,3,3,-1,-1.6,-1,-3
pm4s2hpf4p,1,-3,25,male,14,employed,0_1k,100,100,497,2,I avoid taking risks because I am afraid of failure. ,-50,week,0,0,controllable,active,Aspect #1,Contra,-1,5,0,5,-5,-1,-40.6,-203,0,0.2,0.4,1,2,2,-1,-2.2,-1,-3
pm4s2hpf4p,2,-2,25,male,14,employed,0_1k,100,100,497,2,I avoid taking risks because I do not want to display my incompetence. ,-50,week,0,1,controllable,active,Aspect #2,Contra,-1,5,0,5,-5,-1,-40.6,-203,0,0.2,0.4,1,2,2,-1,-2.2,-1,-3
pm4s2hpf4p,3,-2,25,male,14,employed,0_1k,100,100,497,2,I avoid taking risks because the results are unpredictable.,-25,week,0,0,uncontrollable,active,Aspect #3,Contra,-1,5,0,5,-5,-1,-40.6,-203,0,0.2,0.4,1,2,2,-1,-2.2,-1,-3
pm4s2hpf4p,4,-1,25,male,14,employed,0_1k,100,100,497,2,I avoid taking risks because risks are not guarantees of success.,-50,week,0,0,uncontrollable,active,Aspect #4,Contra,-1,5,0,5,-5,-1,-40.6,-203,0,0.2,0.4,1,2,2,-1,-2.2,-1,-3
pm4s2hpf4p,5,-3,25,male,14,employed,0_1k,100,100,497,2,I avoid taking risks because the results of risks are unknown.,-28,month,0,0,uncontrollable,active,Aspect #5,Contra,-1,5,0,5,-5,-1,-40.6,-203,0,0.2,0.4,1,3,2,-1,-2.2,-1,-3
pm704fj6e7,1,-2,25,male,18,employed,1k_2k,100,100,426,1,"I tried to avoid taking risks, because I can loose money or something special.",-50,week,0,1,controllable,active,Aspect #1,Contra,-1,2,0,2,-2,-1,-47.5,-95,0.5,1,1,0.5,2,1.5,-1,-2,-2,-2
pm704fj6e7,2,-2,25,male,18,employed,1k_2k,100,100,426,1,Avoid I don't want to be judge as an addict that takes risks.,-45,day,1,1,controllable,passive,Aspect #2,Contra,-1,2,0,2,-2,-1,-47.5,-95,0.5,1,1,0.5,1,1.5,-1,-2,-2,-2
pmaoctfpvq,1,0,25,male,20,employed,4k_5k,88,82,285,7,I take risks because the results can be amazing.,19,month,0,1,controllable,passive,Aspect #1,Pro,1,4,4,0,4,1,22.5,90,0,1,1,0.5,3,3,1,0,0,0
pmaoctfpvq,2,0,25,male,20,employed,4k_5k,88,82,285,7,I take risks because it is fun.,26,month,0,1,controllable,active,Aspect #2,Pro,1,4,4,0,4,1,22.5,90,0,1,1,0.5,3,3,1,0,0,0
pmaoctfpvq,3,0,25,male,20,employed,4k_5k,88,82,285,7,I take risks because the results can be amazing.,19,month,0,1,controllable,passive,Aspect #3,Pro,1,4,4,0,4,1,22.5,90,0,1,1,0.5,3,3,1,0,0,0
pmaoctfpvq,4,0,25,male,20,employed,4k_5k,88,82,285,7,I take risks because it is fun.,26,month,0,1,controllable,active,Aspect #4,Pro,1,4,4,0,4,1,22.5,90,0,1,1,0.5,3,3,1,0,0,0
pmchgjmkej,1,0,39,male,16,employed,2k_3k,100,84,161,6,"I like taking smart, calculated risks. ",-8,week,0,1,controllable,active,Aspect #1,Contra,-1,1,0,1,-1,-1,-8,-8,0,1,1,1,2,2,-1,0,0,0
pmjahfv0dm,1,-1,25,male,16,selfemployed,0_1k,97,99,302,8,I get an adrenaline rush when I take risks. ,30,year,0,1,controllable,active,Aspect #1,Pro,1,4,4,0,4,1,31.75,127,0.3333333333333333,1,0.75,1,4,3.5,1,-1,-1,-1
pmjahfv0dm,2,-1,25,male,16,selfemployed,0_1k,97,99,302,8,It makes life less mundane.,35,month,1,1,controllable,active,Aspect #2,Pro,1,4,4,0,4,1,31.75,127,0.3333333333333333,1,0.75,1,3,3.5,1,-1,-1,-1
pmjahfv0dm,4,-1,25,male,16,selfemployed,0_1k,97,99,302,8,I am curious and would rather try and fail than to never try at all.,41,year,NA,1,uncontrollable,active,Aspect #4,Pro,1,4,4,0,4,1,31.75,127,0.3333333333333333,1,0.75,1,4,3.5,1,-1,-1,-1
pmrojsjeh0,1,1,36,female,13,employed,4k_5k,100,100,176,1,I like to make sure I'm safe,-35,day,0,0,controllable,active,Aspect #1,Contra,-1,4,0,4,-4,-1,-32.25,-129,0,0.25,0.25,0.25,1,1,-1,0,1,-1
pmrojsjeh0,3,-1,36,female,13,employed,4k_5k,100,100,176,1,I worry a lot,-19,day,0,1,uncontrollable,passive,Aspect #3,Contra,-1,4,0,4,-4,-1,-32.25,-129,0,0.25,0.25,0.25,1,1,-1,0,1,-1
pmvrhv1aph,1,-1,62,female,16,employed,1k_2k,100,90,303,0,I have too little to risk.,-50,day,0,0,uncontrollable,passive,Aspect #1,Contra,-1,2,0,2,-2,-1,-50,-100,0,0,0,0,1,1,-1,-1,-1,-1
pmvrhv1aph,2,-1,62,female,16,employed,1k_2k,100,90,303,0,I am timid.,-50,day,0,0,uncontrollable,passive,Aspect #2,Contra,-1,2,0,2,-2,-1,-50,-100,0,0,0,0,1,1,-1,-1,-1,-1
pn1lf5g7qc,1,-1,47,male,29,unemployed,0_1k,100,100,538,8,"(1) I have taken risks in several areas of my life, starting from asking a girl out on a date to the subject that I studied in school.",28,less_once,0,1,uncontrollable,active,Aspect #1,Pro,1,4,4,0,4,1,30,120,0,0.75,0.25,1,6,4.5,1,-1.6666666666666667,-1,-2
pn1lf5g7qc,2,-2,47,male,29,unemployed,0_1k,100,100,538,8,(2) I would like to think that I am not particularly afraid of death. ,30,less_once,0,0,controllable,active,Aspect #2,Pro,1,4,4,0,4,1,30,120,0,0.75,0.25,1,6,4.5,1,-1.6666666666666667,-1,-2
pn1lf5g7qc,4,-2,47,male,29,unemployed,0_1k,100,100,538,8,(4) I am not afraid to take risks if I know that I am not in it alone.,29,month,0,1,uncontrollable,active,Aspect #4,Pro,1,4,4,0,4,1,30,120,0,0.75,0.25,1,3,4.5,1,-1.6666666666666667,-1,-2
pn5a9a3qva,2,-1,29,female,18,employed,2k_3k,100,100,341,7,I don't want to lose large sums of money,-49,year,0,0,NA,active,Aspect #2,Contra,-1,7,4,3,1,0.14285714285714285,-6.142857142857143,-43,0,0.5714285714285714,0.2,0.8571428571428571,4,3,-0.7142857142857143,0.6666666666666666,2,-1
pn5a9a3qva,5,2,29,female,18,employed,2k_3k,100,100,341,7,I enjoy the thrill of card games,20,week,0,1,uncontrollable,active,Aspect #5,Pro,1,7,4,3,1,0.14285714285714285,-6.142857142857143,-43,0,0.5714285714285714,0.2,0.8571428571428571,2,3,-0.7142857142857143,0.6666666666666666,2,-1
pn5a9a3qva,6,1,29,female,18,employed,2k_3k,100,100,341,7,Sometimes I hope I could win big,20,month,0,1,uncontrollable,active,Aspect #6,Pro,1,7,4,3,1,0.14285714285714285,-6.142857142857143,-43,0,0.5714285714285714,0.2,0.8571428571428571,3,3,-0.7142857142857143,0.6666666666666666,2,-1
pn73cj70pg,1,0,63,male,16,retired,2k_3k,100,100,536,1,generally speaking i try to avoid risks. at 63 years old i've learned that it's almost always better to play things safe because it's important to keep expectations in check.,-33,week,0,0,controllable,passive,Aspect #1,Contra,-1,3,0,3,-3,-1,-43,-129,0,0,1,0,2,2,-1,-2.3333333333333335,0,-4
pn73cj70pg,2,-3,63,male,16,retired,2k_3k,100,100,536,1,i try to avoid taking risks because i've taken too many silly risks in the past that didn't work out for me and i've learned that i'm more comfortable when i don't take risks.,-46,week,0,0,controllable,passive,Aspect #2,Contra,-1,3,0,3,-3,-1,-43,-129,0,0,1,0,2,2,-1,-2.3333333333333335,0,-4
pn73cj70pg,3,-4,63,male,16,retired,2k_3k,100,100,536,1,i try to avoid taking risks because it produces unnecessary stress when i take most risks; it's just not good for me emotionally.,-50,week,0,0,controllable,passive,Aspect #3,Contra,-1,3,0,3,-3,-1,-43,-129,0,0,1,0,2,2,-1,-2.3333333333333335,0,-4
pn9dto7d9f,1,-2,30,male,20,employed,4k_5k,69,78,311,6,"I like to think I take financial risks, because I am young enough to do this without ruining my retirement.  Bigger risks right now bigger reward.  ",-50,day,0,1,controllable,active,Aspect #1,Contra,-1,2,1,1,0,0,-13.5,-27,0.5,0.5,1,1,1,1.5,-1,-2,-2,-2
pn9dto7d9f,2,-2,30,male,20,employed,4k_5k,69,78,311,6,"Being an Electrician, when it comes to risk I do not intentionally try to take much risk.  I assume and treat everything as if it is on.  ",23,week,1,0,controllable,active,Aspect #2,Pro,1,2,1,1,0,0,-13.5,-27,0.5,0.5,1,1,2,1.5,-1,-2,-2,-2
pncjb3oc9h,1,0,24,male,13,employed,0_1k,65,86,252,5,"I'm generally a person who is willing to take risks, but I think before I act on anything. I am smart with my decisions.",5,NA,0,0,NA,NA,Aspect #1,Pro,1,1,1,0,1,1,5,5,0,0,NaN,NaN,NA,NA,1,0,0,0
pncnv2dom0,1,0,60,male,14,employed,2k_3k,99,99,615,8,By taking risks I often find opportunities I wouldn't otherwise be able to take advantage of. ,50,less_reg,1,1,controllable,active,Aspect #1,Pro,1,5,5,0,5,1,47,235,0.4,1,1,1,5,5,1,-0.6,0,-1
pncnv2dom0,2,-1,60,male,14,employed,2k_3k,99,99,615,8,By taking risks I challenge myself ,50,month,0,1,controllable,active,Aspect #2,Pro,1,5,5,0,5,1,47,235,0.4,1,1,1,3,5,1,-0.6,0,-1
pncnv2dom0,3,-1,60,male,14,employed,2k_3k,99,99,615,8,By taking risks I develop more as a person,50,day,1,1,controllable,active,Aspect #3,Pro,1,5,5,0,5,1,47,235,0.4,1,1,1,1,5,1,-0.6,0,-1
pncnv2dom0,4,0,60,male,14,employed,2k_3k,99,99,615,8,By taking risks I enhance my lifestyle. ,49,less_reg,0,1,controllable,active,Aspect #4,Pro,1,5,5,0,5,1,47,235,0.4,1,1,1,5,5,1,-0.6,0,-1
pncnv2dom0,5,-1,60,male,14,employed,2k_3k,99,99,615,8,By taking risks I connect with people I wouldn't have known otherwise. ,36,less_reg,0,1,controllable,active,Aspect #5,Pro,1,5,5,0,5,1,47,235,0.4,1,1,1,5,5,1,-0.6,0,-1
pncs0ht0r2,1,-2,26,male,16,employed,2k_3k,100,100,184,0,I avoid risks because I do not want to lose more than what I already have.,-50,month,1,1,controllable,active,Aspect #1,Contra,-1,4,0,4,-4,-1,-50,-200,1,1,1,1,3,3,-1,-1.25,0,-2
pncs0ht0r2,2,-1,26,male,16,employed,2k_3k,100,100,184,0,I will avoid risks because it is safer for me.,-50,month,1,1,controllable,active,Aspect #2,Contra,-1,4,0,4,-4,-1,-50,-200,1,1,1,1,3,3,-1,-1.25,0,-2
pncs0ht0r2,3,-2,26,male,16,employed,2k_3k,100,100,184,0,I avoid risks because I don't like anything that is unpredictable.,-50,month,1,1,controllable,active,Aspect #3,Contra,-1,4,0,4,-4,-1,-50,-200,1,1,1,1,3,3,-1,-1.25,0,-2
pncs0ht0r2,4,0,26,male,16,employed,2k_3k,100,100,184,0,I avoid risks because it isn't a stable lifestyle for me.,-50,month,1,1,controllable,active,Aspect #4,Contra,-1,4,0,4,-4,-1,-50,-200,1,1,1,1,3,3,-1,-1.25,0,-2
pns0bk5bpg,1,-1,45,female,17,employed,2k_3k,100,100,177,6,I want the best outcome but I dont want to lose anything,12,month,0,0,uncontrollable,active,Aspect #1,Pro,1,1,1,0,1,1,12,12,0,0,0,1,3,3,1,-1,-1,-1
pnu8ljve5b,1,0,70,male,15,retired,2k_3k,94,94,504,3,I no longer get any thrill from risky behavior anymore.,-35,NA,0,1,NA,active,Aspect #1,Contra,-1,3,0,3,-3,-1,-36.666666666666664,-110,0,0.3333333333333333,NaN,0.6666666666666666,NA,NA,-1,0.3333333333333333,1,0
pnu8ljve5b,2,0,70,male,15,retired,2k_3k,94,94,504,3,I have nothing to gain from risky behavior anymore. ,-36,NA,0,0,NA,active,Aspect #2,Contra,-1,3,0,3,-3,-1,-36.666666666666664,-110,0,0.3333333333333333,NaN,0.6666666666666666,NA,NA,-1,0.3333333333333333,1,0
pnu8ljve5b,3,1,70,male,15,retired,2k_3k,94,94,504,3,I see no advantage in engaging in risky behavior. ,-39,NA,0,0,NA,passive,Aspect #3,Contra,-1,3,0,3,-3,-1,-36.666666666666664,-110,0,0.3333333333333333,NaN,0.6666666666666666,NA,NA,-1,0.3333333333333333,1,0
pnur43f063,1,0,40,female,12,employed,3k_4k,100,100,434,6,I take risks so that I can accomplish my goals otherwise I would remain the same always and never get anywhere.,39,month,1,1,controllable,active,Aspect #1,Pro,1,3,3,0,3,1,32.333333333333336,97,0.6666666666666666,1,1,1,3,3,1,0.5,1,0
pnur43f063,2,1,40,female,12,employed,3k_4k,100,100,434,6,Sometimes it is fun to get out of my comfort zone and do something risky,13,less_once,0,1,controllable,active,Aspect #2,Pro,1,3,3,0,3,1,32.333333333333336,97,0.6666666666666666,1,1,1,6,3,1,0.5,1,0
po0b5hvksl,2,-1,32,female,18,employed,1k_2k,100,100,209,8,What is the worst that can happen?,35,month,0,1,controllable,active,Aspect #2,Pro,1,5,5,0,5,1,28.2,141,0,1,1,0.8,3,3,1,-0.75,0,-1
po0b5hvksl,3,-1,32,female,18,employed,1k_2k,100,100,209,8,I would regret not giving it a shot,19,week,0,1,controllable,active,Aspect #3,Pro,1,5,5,0,5,1,28.2,141,0,1,1,0.8,2,3,1,-0.75,0,-1
po0b5hvksl,4,0,32,female,18,employed,1k_2k,100,100,209,8,Risk equals reward,27,less_reg,0,1,controllable,active,Aspect #4,Pro,1,5,5,0,5,1,28.2,141,0,1,1,0.8,5,3,1,-0.75,0,-1
po0b5hvksl,5,-1,32,female,18,employed,1k_2k,100,100,209,8,Adversity either brings good story or a lesson learned,33,week,0,1,controllable,active,Aspect #5,Pro,1,5,5,0,5,1,28.2,141,0,1,1,0.8,2,3,1,-0.75,0,-1
po1ihq75ko,1,0,45,female,14,employed,1k_2k,100,100,223,7,I like to take a little risk if there is a gain,-15,year,0,0,controllable,active,Aspect #1,Contra,-1,3,2,1,1,0.3333333333333333,8.333333333333334,25,0,0.6666666666666666,0.6666666666666666,0.6666666666666666,4,3,-1,-1,0,-2
po1ihq75ko,2,-1,45,female,14,employed,1k_2k,100,100,223,7,I would take risks to get ahead of my current situation,8,month,0,1,controllable,active,Aspect #2,Pro,1,3,2,1,1,0.3333333333333333,8.333333333333334,25,0,0.6666666666666666,0.6666666666666666,0.6666666666666666,3,3,-1,-1,0,-2
po1ihq75ko,3,-2,45,female,14,employed,1k_2k,100,100,223,7,I would take risks if I dont have much to lose,32,month,0,1,uncontrollable,passive,Aspect #3,Pro,1,3,2,1,1,0.3333333333333333,8.333333333333334,25,0,0.6666666666666666,0.6666666666666666,0.6666666666666666,3,3,-1,-1,0,-2
po20cce0oc,1,-2,38,female,14,unemployed,1k_2k,100,100,360,1,I don't like taking risks because they make me anxious.,-50,week,0,0,controllable,passive,Aspect #1,Contra,-1,4,0,4,-4,-1,-50,-200,0,0,1,0,2,2.5,-1,-1.75,-1,-2
po20cce0oc,2,-1,38,female,14,unemployed,1k_2k,100,100,360,1,Taking risks removes any sense of certainty.,-50,month,0,0,controllable,passive,Aspect #2,Contra,-1,4,0,4,-4,-1,-50,-200,0,0,1,0,3,2.5,-1,-1.75,-1,-2
po20cce0oc,3,-2,38,female,14,unemployed,1k_2k,100,100,360,1,Risks are inherently risky.,-50,NA,0,0,controllable,passive,Aspect #3,Contra,-1,4,0,4,-4,-1,-50,-200,0,0,1,0,NA,2.5,-1,-1.75,-1,-2
po20cce0oc,4,-2,38,female,14,unemployed,1k_2k,100,100,360,1,Risks are inherently risky.,-50,NA,0,0,controllable,passive,Aspect #4,Contra,-1,4,0,4,-4,-1,-50,-200,0,0,1,0,NA,2.5,-1,-1.75,-1,-2
po2avet7op,1,-2,38,female,14,employed,2k_3k,100,100,500,7,"I do take risks. Only because It seems like my life requires it. Every day in almost everything I do, I am taking a risk. In just going outside, taking my puppy for a walk, getting into an Uber or going to work, anything could happen. We are not promised anything & anything can change in an instant. I even take risks with what I buy or choose to spend my money on because I don't have extra money right now & I don't know if I'll be able to buy things.",-3,day,0,1,uncontrollable,active,Aspect #1,Contra,-1,2,0,2,-2,-1,-26.5,-53,0,1,0,1,1,1,-1,-2,-2,-2
po2avet7op,2,-2,38,female,14,employed,2k_3k,100,100,500,7,"I take a risk by riding my bike. People drive crazy, but they drive however they are going to drive no matter what.",-50,day,0,1,uncontrollable,active,Aspect #2,Contra,-1,2,0,2,-2,-1,-26.5,-53,0,1,0,1,1,1,-1,-2,-2,-2
po45u0nri5,1,-1,68,female,16,retired,4k_5k,90,91,378,4,I'm too old to recover from bad risks,-16,NA,1,0,uncontrollable,passive,Aspect #1,Contra,-1,2,0,2,-2,-1,-17.5,-35,0.5,0,0.5,0.5,NA,1,-1,-1,-1,-1
po45u0nri5,2,-1,68,female,16,retired,4k_5k,90,91,378,4,My responsibilities require minimum risk,-19,day,0,0,controllable,active,Aspect #2,Contra,-1,2,0,2,-2,-1,-17.5,-35,0.5,0,0.5,0.5,1,1,-1,-1,-1,-1
po59r3bl5f,1,0,56,male,16,employed,3k_4k,74,76,917,2,I don't enjoy taking risks.,-24,month,0,1,uncontrollable,passive,Aspect #1,Contra,-1,5,0,5,-5,-1,-31.2,-156,0,1,0.2,0.2,3,3,-1,-1.4,0,-2
po59r3bl5f,2,-2,56,male,16,employed,3k_4k,74,76,917,2,I experience anxiety when I take risks.,-23,month,0,1,uncontrollable,passive,Aspect #2,Contra,-1,5,0,5,-5,-1,-31.2,-156,0,1,0.2,0.2,3,3,-1,-1.4,0,-2
po59r3bl5f,3,-2,56,male,16,employed,3k_4k,74,76,917,2,I can't stop worrying when I'm doing risky things.,-40,month,0,1,uncontrollable,passive,Aspect #3,Contra,-1,5,0,5,-5,-1,-31.2,-156,0,1,0.2,0.2,3,3,-1,-1.4,0,-2
po59r3bl5f,4,-1,56,male,16,employed,3k_4k,74,76,917,2,I don't sleep well when I'm doing risky things.,-21,month,0,1,uncontrollable,passive,Aspect #4,Contra,-1,5,0,5,-5,-1,-31.2,-156,0,1,0.2,0.2,3,3,-1,-1.4,0,-2
po59r3bl5f,5,-2,56,male,16,employed,3k_4k,74,76,917,2,I've come out on the bad end of some risky investments in the past.,-48,less_once,0,1,controllable,active,Aspect #5,Contra,-1,5,0,5,-5,-1,-31.2,-156,0,1,0.2,0.2,6,3,-1,-1.4,0,-2
po6didsknl,2,-1,30,female,19,employed,3k_4k,91,89,477,1,getting in trouble,-45,less_once,1,1,controllable,active,Aspect #2,Contra,-1,3,0,3,-3,-1,-48.333333333333336,-145,0.3333333333333333,0.6666666666666666,1,0.5,6,6,-1,-1,-1,-1
po6didsknl,3,-1,30,female,19,employed,3k_4k,91,89,477,1,someone getting hurt,-50,less_once,0,1,controllable,passive,Aspect #3,Contra,-1,3,0,3,-3,-1,-48.333333333333336,-145,0.3333333333333333,0.6666666666666666,1,0.5,6,6,-1,-1,-1,-1
po9c716m7i,1,-1,36,female,16,employed,3k_4k,98,92,171,6,Would I get into trouble?,-21,NA,NA,1,NA,NA,Aspect #1,Contra,-1,3,0,3,-3,-1,-32.666666666666664,-98,0.5,1,1,1,NA,3.5,-1,-1,-1,-1
po9c716m7i,2,-1,36,female,16,employed,3k_4k,98,92,171,6,Would it hurt myself?,-38,month,1,1,controllable,active,Aspect #2,Contra,-1,3,0,3,-3,-1,-32.666666666666664,-98,0.5,1,1,1,3,3.5,-1,-1,-1,-1
po9c716m7i,3,-1,36,female,16,employed,3k_4k,98,92,171,6,Would it hurt other people?,-39,year,0,1,NA,active,Aspect #3,Contra,-1,3,0,3,-3,-1,-32.666666666666664,-98,0.5,1,1,1,4,3.5,-1,-1,-1,-1
pogc712epf,1,-1,35,male,18,employed,3k_4k,100,90,368,1,I don't like taking risks because there other people relying on me.,-47,week,0,1,controllable,active,Aspect #1,Contra,-1,5,0,5,-5,-1,-45.4,-227,0,1,1,0.4,2,2,-1,-0.3333333333333333,1,-1
pogc712epf,3,1,35,male,18,employed,3k_4k,100,90,368,1,I am not confident enough.,-38,day,0,1,controllable,passive,Aspect #3,Contra,-1,5,0,5,-5,-1,-45.4,-227,0,1,1,0.4,1,2,-1,-0.3333333333333333,1,-1
pogc712epf,4,-1,35,male,18,employed,3k_4k,100,90,368,1,I don't like losing.,-49,day,0,1,controllable,passive,Aspect #4,Contra,-1,5,0,5,-5,-1,-45.4,-227,0,1,1,0.4,1,2,-1,-0.3333333333333333,1,-1
pohc5dnk6g,1,2,32,male,4,employed,1k_2k,73,87,299,9,to gain a greater reward,15,day,1,1,controllable,active,Aspect #1,Pro,1,9,9,0,9,1,19.11111111111111,172,1,1,1,1,1,1,1,0.8,2,-1
pohc5dnk6g,3,1,32,male,4,employed,1k_2k,73,87,299,9,To be free,29,week,1,1,controllable,active,Aspect #3,Pro,1,9,9,0,9,1,19.11111111111111,172,1,1,1,1,2,1,1,0.8,2,-1
pohc5dnk6g,5,1,32,male,4,employed,1k_2k,73,87,299,9,to gain more money,16,day,1,1,controllable,active,Aspect #5,Pro,1,9,9,0,9,1,19.11111111111111,172,1,1,1,1,1,1,1,0.8,2,-1
pohc5dnk6g,6,-1,32,male,4,employed,1k_2k,73,87,299,9,to pay off debt,16,week,1,1,controllable,active,Aspect #6,Pro,1,9,9,0,9,1,19.11111111111111,172,1,1,1,1,2,1,1,0.8,2,-1
pohc5dnk6g,9,1,32,male,4,employed,1k_2k,73,87,299,9,to have more free time ,15,day,1,1,controllable,active,NA,Pro,1,9,9,0,9,1,19.11111111111111,172,1,1,1,1,1,1,1,0.8,2,-1
pojroad8av,1,0,56,female,12,selfemployed,0_1k,100,100,179,0,I avoid taking risks because I can't afford to.,-50,day,0,0,controllable,active,Aspect #1,Contra,-1,1,0,1,-1,-1,-50,-50,0,0,1,1,1,1,-1,0,0,0
pokc96mq5l,1,1,27,male,16,employed,1k_2k,100,100,237,9,I am willing to take risks if the positive is worth it.,30,day,0,0,controllable,passive,Aspect #1,Pro,1,6,6,0,6,1,34.333333333333336,206,0,0.5,1,0.6666666666666666,1,2,1,-0.8333333333333334,1,-2
